"Writer Name","Novel Name","Genre","Final Word Count","Average Per Day","Winner","index","url"
"sandersen","Novel: Order of the Dragon","Genre:","51737","1,724","Winner!","561","http://nanowrimo.org/participants/sandersen/novels/order-of-the-dragon/stats"
"russodd","Novel: Woodland","Genre: Satire/Humor","51854","1,728","Winner!","562","http://nanowrimo.org/participants/russodd/novels/woodland-969739/stats"
"russodd","Novel: Suffering a Witch to Live","Genre: Fantasy","50205","1,673","Winner!","563","http://nanowrimo.org/participants/russodd/novels/suffering-a-witch-to-live/stats"
"russodd","Novel: Songs from Town","Genre: Satire, Humor & Parody","51010","1,700","Winner!","564","http://nanowrimo.org/participants/russodd/novels/songs-from-town/stats"
"russodd","Novel: Rosebank","Genre: Literary Fiction","50200","1,673","Winner!","565","http://nanowrimo.org/participants/russodd/novels/rosebank/stats"
"russodd","Novel: Parasites","Genre: Horror & Supernatural","50015","1,667","Winner!","566","http://nanowrimo.org/participants/russodd/novels/parasites1/stats"
"russodd","Novel: A Month Without Sundays","Genre: Adventure","55000","1,833","Winner!","567","http://nanowrimo.org/participants/russodd/novels/a-month-without-sundays/stats"
"russodd","Novel: Suckers","Genre: Horror/Supernatural","50000","1,666","Winner!","568","http://nanowrimo.org/participants/russodd/novels/suckers-613119/stats"
"russodd","Novel: The Ballad of the Lonely Space Marine","Genre: Science Fiction","50000","1,666","Winner!","569","http://nanowrimo.org/participants/russodd/novels/the-ballad-of-the-lonely-space-marine/stats"
"russodd","Novel: Uncle Jiggs","Genre: Literary","50000","1,666","Winner!","570","http://nanowrimo.org/participants/russodd/novels/uncle-jiggs/stats"
"Priscale","Novel: A Damsel in Distress","Genre: Romance","0","0","","571","http://nanowrimo.org/participants/priscale/novels/a-damsel-in-distress/stats"
"Priscale","Novel: The New Sorrows of Young Werther","Genre: e-lit","0","0","","572","http://nanowrimo.org/participants/priscale/novels/the-new-sorrows-of-young-werther/stats"
"Priscale","Novel: Upstart","Genre: Trick Lit","0","0","","573","http://nanowrimo.org/participants/priscale/novels/upstart/stats"
"Priscale","Novel: Funtitled","Genre: Mainstream Fiction","53524","1,784","Winner!","574","http://nanowrimo.org/participants/priscale/novels/funtitled/stats"
"plague","Novel: Untitled","Genre: Science Fiction","10532","351","","575","http://nanowrimo.org/participants/plague/novels/untitled-847818/stats"
"plague","Novel: Tommygun","Genre: Mainstream","50424","1,680","Winner!","576","http://nanowrimo.org/participants/plague/novels/tommygun-786071/stats"
"plague","Novel: Tommygun","Genre: Mainstream Fiction","50316","1,677","Winner!","577","http://nanowrimo.org/participants/plague/novels/tommygun/stats"
"Mare9548","Novel: Works In Progress","Genre: Fanfiction","31334","1,044","","578","http://nanowrimo.org/participants/mare9548/novels/works-in-progress-818805/stats"
"Mare9548","Novel: Picaresque Tales","Genre: Romance","25591","853","","579","http://nanowrimo.org/participants/mare9548/novels/picaresque-tales/stats"
"Mare9548","Novel: Onward To Forever (DH fanfiction)","Genre: Fantasy","51798","1,726","Winner!","580","http://nanowrimo.org/participants/mare9548/novels/onward-to-forever-dh-fanfiction/stats"
"Mare9548","Novel: Enchanted Fate","Genre: Romance","50377","1,679","Winner!","581","http://nanowrimo.org/participants/mare9548/novels/enchanted-fate/stats"
"Mare9548","Novel: Engaño bajo la luna","Genre: Romance","30691","1,023","Winner!","582","http://nanowrimo.org/participants/mare9548/novels/engano-bajo-la-luna/stats"
"lilychick","Novel: Happy Phantom","Genre: Young Adult","0","0","","583","http://nanowrimo.org/participants/lilychick/novels/happy-phantom/stats"
"lilychick","Novel: Untitled","Genre: Young Adult","1886","62","","584","http://nanowrimo.org/participants/lilychick/novels/novel-720586/stats"
"lilychick","Novel: The Redbird","Genre: Fantasy","4469","148","","585","http://nanowrimo.org/participants/lilychick/novels/the-redbird/stats"
"lilychick","Novel: The Other Side of Waking","Genre: paranormal romance, of sorts.","970","32","","586","http://nanowrimo.org/participants/lilychick/novels/the-other-side-of-waking/stats"
"Lara F","Novel: Paras","Genre: Science Fiction","50031","1,667","Winner!","587","http://nanowrimo.org/participants/lara-f/novels/paras/stats"
"Lara F","Novel: Dewey Deathmal System","Genre: Mystery","50009","1,666","Winner!","588","http://nanowrimo.org/participants/lara-f/novels/dewey-deathmal-system/stats"
"Lara F","Novel: Full Circle (End of the Line series #3)","Genre: Horror & Supernatural","52324","1,744","Winner!","589","http://nanowrimo.org/participants/lara-f/novels/full-circle-end-of-the-line-series-3/stats"
"Lara F","Novel: Stuck in the Middle","Genre: Horror & Supernatural","50267","1,675","Winner!","590","http://nanowrimo.org/participants/lara-f/novels/stuck-in-the-middle-245935/stats"
"Lara F","Novel: The Lessons of History","Genre: Science Fiction","51071","1,702","Winner!","591","http://nanowrimo.org/participants/lara-f/novels/the-lessons-of-history/stats"
"Lara F","Novel: The Camp","Genre: Science Fiction","50000","1,666","","592","http://nanowrimo.org/participants/lara-f/novels/the-camp-826590/stats"
"LadyMage","Novel: The Index Book 9 [Origins] Akarra & Shourron I","Genre: Fantasy","50141","1,671","Winner!","593","http://nanowrimo.org/participants/ladymage/novels/the-index-book-9-origins-akarra-shourron-i/stats"
"LadyMage","Novel: The Index Origins: Rhyssius, Pt. 2","Genre: Science Fiction","50285","1,676","Winner!","594","http://nanowrimo.org/participants/ladymage/novels/the-index-origins-rhyssius-pt-2/stats"
"LadyMage","Novel: The Index Origins: Rhyssius","Genre: Fantasy","50349","1,678","Winner!","595","http://nanowrimo.org/participants/ladymage/novels/the-index-origins-rhyssius/stats"
"LadyMage","Novel: The Index, Book 7: Action & Reaction","Genre: Science Fiction","50118","1,670","Winner!","596","http://nanowrimo.org/participants/ladymage/novels/the-index-book-7-action-reaction/stats"
"LadyMage","Novel: The Index, Book 6: Cause & Effect","Genre: Fantasy","50158","1,671","Winner!","597","http://nanowrimo.org/participants/ladymage/novels/the-index-book-6-cause-effect/stats"
"LadyMage","Novel: The Index, Book 5: Old & New","Genre: Fantasy","51085","1,702","Winner!","598","http://nanowrimo.org/participants/ladymage/novels/the-index-book-5-old-new/stats"
"LadyMage","Novel: The Index, Book 4: Revival","Genre: Fantasy","50985","1,699","Winner!","599","http://nanowrimo.org/participants/ladymage/novels/the-index-book-4-revival/stats"
"LadyMage","Novel: The Index, Book 3: Lineage","Genre: Fantasy","118323","3,944","Winner!","600","http://nanowrimo.org/participants/ladymage/novels/the-index-book-3-lineage/stats"
"LadyMage","Novel: The Index, Book 2: Secrets","Genre: Fantasy","101654","3,388","Winner!","601","http://nanowrimo.org/participants/ladymage/novels/the-index-book-2-secrets/stats"
"LadyMage","Novel: The Index, Book 1: Mages","Genre: Fantasy","87610","2,920","Winner!","602","http://nanowrimo.org/participants/ladymage/novels/the-index-book-1-mages/stats"
"kapppz","Novel: Miami 2017","Genre: Young Adult","15149","504","","603","http://nanowrimo.org/participants/kapppz/novels/miami-2017/stats"
"kapppz","Novel: Unplugged","Genre: Young Adult & Youth","50715","1,690","Winner!","604","http://nanowrimo.org/participants/kapppz/novels/unplugged-409180/stats"
"kapppz","Novel: Elite","Genre: Young Adult & Youth","50091","1,669","Winner!","605","http://nanowrimo.org/participants/kapppz/novels/elite-193691/stats"
"kapppz","Novel: Tales from the Fitting Room","Genre: Young Adult & Youth","50772","1,692","Winner!","606","http://nanowrimo.org/participants/kapppz/novels/tales-from-the-fitting-room/stats"
"kapppz","Novel: Elements","Genre: Young Adult & Youth","50526","1,684","Winner!","607","http://nanowrimo.org/participants/kapppz/novels/elements-409148/stats"
"jrkennedy","Novel: A Penny for Your soul","Genre: Fantasy","5200","173","","608","http://nanowrimo.org/participants/jrkennedy/novels/a-penny-for-your-soul/stats"
"jrkennedy","Novel: The Casebook of The Trashman Detective","Genre: Mystery","50088","1,669","Winner!","609","http://nanowrimo.org/participants/jrkennedy/novels/the-casebook-of-the-trashman-detective/stats"
"jrkennedy","Novel: Penny For Your Soul? or A Demon Named Lou","Genre: Fantasy","52065","1,735","Winner!","610","http://nanowrimo.org/participants/jrkennedy/novels/penny-for-your-soul-or-a-demon-named-lou/stats"
"jrkennedy","Novel: Jack of Hearts","Genre: Fantasy","50369","1,678","Winner!","611","http://nanowrimo.org/participants/jrkennedy/novels/jack-of-hearts-206266/stats"
"jrkennedy","Novel: Mightier than the Pen","Genre: Mystery, Thriller & Suspense","60375","2,012","Winner!","612","http://nanowrimo.org/participants/jrkennedy/novels/mightier-than-the-pen/stats"
"hershele_ostropoler","Novel: Morrison Hardy: A Tale of Common Things","Genre: Literary","51528","1,717","Winner!","613","http://nanowrimo.org/participants/hershele_ostropoler/novels/morrison-hardy-a-tale-of-common-things-829307/stats"
"hershele_ostropoler","Novel: Those who Favor Fire","Genre: Mainstream","466","15","","614","http://nanowrimo.org/participants/hershele_ostropoler/novels/those-who-favor-fire-579389/stats"
"hershele_ostropoler","Novel: Morrison Hardy: a tale of common things","Genre: Mainstream Fiction","1355","45","","615","http://nanowrimo.org/participants/hershele_ostropoler/novels/morrison-hardy-a-tale-of-common-things/stats"
"hershele_ostropoler","Novel: Guru","Genre: Satire, Humor & Parody","45345","1,511","","616","http://nanowrimo.org/participants/hershele_ostropoler/novels/guru/stats"
"hershele_ostropoler","Novel: Shadows of Conflict","Genre: Satire, Humor & Parody","8036","267","","617","http://nanowrimo.org/participants/hershele_ostropoler/novels/shadows-of-conflict/stats"
"Gia Shakur","Novel: The Last of the Madlands","Genre: Science Fiction","1326","44","","618","http://nanowrimo.org/participants/gia-shakur/novels/the-last-of-the-madlands/stats"
"Gia Shakur","Novel: The Captain's Ball: Part 2","Genre: Science Fiction","1409","46","","619","http://nanowrimo.org/participants/gia-shakur/novels/the-captain-s-ball-part-2/stats"
"Gia Shakur","Novel: The Captain's Ball","Genre: Science Fiction","50191","1,673","Winner!","620","http://nanowrimo.org/participants/gia-shakur/novels/the-captain-s-ball/stats"
"florenceandcalamity","Novel: Iron Harvest","Genre: Fantasy","50169","1,672","Winner!","621","http://nanowrimo.org/participants/florenceandcalamity/novels/iron-harvest-966559/stats"
"florenceandcalamity","Novel: Untitled fantasy project","Genre: Fantasy","4951","165","","622","http://nanowrimo.org/participants/florenceandcalamity/novels/untitled-fantasy-project-716865/stats"
"florenceandcalamity","Novel: Untitled YA project","Genre: Young Adult & Youth","19490","649","","623","http://nanowrimo.org/participants/florenceandcalamity/novels/untitled-ya-project-415383/stats"
"embereye","Novel: Stardust in His Eyes","Genre: Science Fiction","52694","1,756","Winner!","624","http://nanowrimo.org/participants/embereye/novels/stardust-in-his-eyes/stats"
"embereye","Novel: Hoarding Dragons","Genre: Fantasy","50082","1,669","Winner!","625","http://nanowrimo.org/participants/embereye/novels/hoarding-dragons/stats"
"embereye","Novel: We are Stardust","Genre: Science Fiction","50190","1,673","Winner!","626","http://nanowrimo.org/participants/embereye/novels/we-are-stardust/stats"
"embereye","Novel: Monsters Please Apply","Genre: Fantahorrorsupersomething","7050","235","","627","http://nanowrimo.org/participants/embereye/novels/monsters-please-apply/stats"
"embereye","Novel: The Blackened Oak","Genre: Fantasy","745","24","","628","http://nanowrimo.org/participants/embereye/novels/the-blackened-oak/stats"
"embereye","Novel: Ragnarok Reborn","Genre: Fantasy","50751","1,691","Winner!","629","http://nanowrimo.org/participants/embereye/novels/ragnarok-reborn/stats"
"embereye","Novel: Zombocalypse NYC","Genre: Horror/Supernatural","75803","2,526","Winner!","630","http://nanowrimo.org/participants/embereye/novels/zombocalypse-nyc/stats"
"embereye","Novel: Alice","Genre:","50120","1,670","Winner!","631","http://nanowrimo.org/participants/embereye/novels/alice-595199/stats"
"embereye","Novel: Tam Lin","Genre: Fantasy","50130","1,671","Winner!","632","http://nanowrimo.org/participants/embereye/novels/tam-lin-595189/stats"
"embereye","Novel: Tattoos","Genre: Literary","51302","1,710","Winner!","633","http://nanowrimo.org/participants/embereye/novels/tattoos-595173/stats"
"embereye","Novel: Architecture of a Rose","Genre: Fantasy","50525","1,684","Winner!","634","http://nanowrimo.org/participants/embereye/novels/architecture-of-a-rose/stats"
"Darkscribe","Novel: Moonrise","Genre: Horror/Supernatural","50105","1,670","Winner!","635","http://nanowrimo.org/participants/darkscribe/novels/moonrise-954845/stats"
"Darkscribe","Novel: Plot A, Plot B, or Plot C","Genre: Fantasy","50455","1,681","Winner!","636","http://nanowrimo.org/participants/darkscribe/novels/plot-a-plot-b-or-plot-c/stats"
"Darkscribe","Novel: Stone and Steel","Genre: Fantasy","51352","1,711","Winner!","637","http://nanowrimo.org/participants/darkscribe/novels/stone-and-steel/stats"
"Darkscribe","Novel: Rising Knights","Genre: Science Fiction","50244","1,674","Winner!","638","http://nanowrimo.org/participants/darkscribe/novels/rising-knights/stats"
"Darkscribe","Novel: Heroes and Villians","Genre: Fantasy","50225","1,674","Winner!","639","http://nanowrimo.org/participants/darkscribe/novels/heroes-and-villians/stats"
"Darkscribe","Novel: Uh...","Genre: Fantasy","50073","1,669","Winner!","640","http://nanowrimo.org/participants/darkscribe/novels/uh-628485/stats"
"Darkscribe","Novel: Yeah No Clue","Genre:","50000","1,666","Winner!","641","http://nanowrimo.org/participants/darkscribe/novels/yeah-no-clue/stats"
"Darkscribe","Novel: Taking Back the Apoclypse","Genre: Fantasy","65272","2,175","Winner!","642","http://nanowrimo.org/participants/darkscribe/novels/taking-back-the-apoclypse/stats"
"Darkscribe","Novel: Eight","Genre: Fantasy","51051","1,701","Winner!","643","http://nanowrimo.org/participants/darkscribe/novels/eight-628499/stats"
"Darkscribe","Novel: Grad School","Genre:","600","20","","644","http://nanowrimo.org/participants/darkscribe/novels/grad-school-628506/stats"
"Darkscribe","Novel: The Ride","Genre: Fantasy","5668","188","","645","http://nanowrimo.org/participants/darkscribe/novels/the-ride-628510/stats"
"Darkscribe","Novel: In Fate's Hands","Genre: Fantasy","32766","1,092","","646","http://nanowrimo.org/participants/darkscribe/novels/in-fate-s-hands-628514/stats"
"ClaudyKeira","Novel: Der Vierte König","Genre: Fantasy","50020","1,667","Winner!","647","http://nanowrimo.org/participants/claudykeira/novels/der-vierte-konig/stats"
"ClaudyKeira","Novel: The 4th King","Genre: Fantasy","11635","387","","648","http://nanowrimo.org/participants/claudykeira/novels/the-4th-king/stats"
"cinnamon.quill","Novel: AOE","Genre: Fantasy","1108","36","","649","http://nanowrimo.org/participants/cinnamon-quill/novels/aoe/stats"
"AxmxZ","Novel: The odds (n-th draft)","Genre: Thriller/Suspense","45503","1,516","","650","http://nanowrimo.org/participants/axmxz/novels/the-odds-n-th-draft/stats"
"AxmxZ","Novel: The Spell","Genre: Fantasy","39035","1,301","","651","http://nanowrimo.org/participants/axmxz/novels/the-spell-586036/stats"
