,Writer Name,Member Length,LifetimeWordCount,url,Age,Birthday,Favorite books or authors,Favorite noveling music,Hobbies,Location,Occupation,Primary Role,Sponsorship URL,Expected Final Word Count,Expected Daily Average,CURRENT WINNER,Current Donor,Wins,Donations,Participated,Consecutive Donor,Consecutive Wins,Consecutive Part,Part Years,Win Years,Donor Years,Num Novels,Expected Num Submissions,Expected Avg Submission,Expected Min Submission,Expected Min Day,Expected Max Submission,Expected Max Day,Expected Std Submissions,Expected Consec Subs,FW Total,FW Sub,FH Total,FH Sub,SH Total,SH Sub
177,angusm,13,155014,http://nanowrimo.org/participants/angusm,,,"Emile Zola,John Fowles,Daniel Pennac,Italo Calvino,Stefano Benni, Peter","Jordi Savall/Hesperion XXI, Oysterband, Ian Anderson,","photography,computers","New York NY, USA",Software developer,,,38753.5,1291.78333333,0,1,3,4,4,4,3,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013]","[2011, 2012, 2013, 2014]",4,15,2346.56423611,57.25,3.25,9611,23.75,2431.15756091,13.25,7127,7,7127,7,7127,7
178,ksg1981,8,1004449,http://nanowrimo.org/participants/ksg1981,34,,"The Lord of the Rings, A Song of Ice and Fire (series), anything by Stephen",,Reading about philosophy and cosmology. Video Games. Films. TV shows.,"Harrow, London, UK",Civil Servant,Municipal Liaison,,125556.125,4185.20416667,1,0,8,3,8,2,8,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2011, 2012]",8,15.375,2773.96738506,905.875,9.25,4749.5,6.875,911.051513115,14.875,13336,7,13336,7,13336,7
179,thrilleraddict,4,265549,http://nanowrimo.org/participants/thrilleraddict,,,"Manifestation by Jason Cantrell, Please Don't Tell My Parents I'm a Supervillain by Richard","Lindsey Stirling, electric violin, Chameleon Circuit, Bond, Blue Stahli, The Piano Guys",,South Jersey,,,,88516.3333333,2950.54444444,0,1,3,2,3,2,3,3,"[2012, 2013, 2014]","[2012, 2013, 2014]","[2013, 2014]",3,27.3333333333,3152.71414141,183.333333333,15.6666666667,6579.33333333,19.3333333333,1686.4902069,27.3333333333,8888,6,8888,6,8888,6
180,samioni,7,352065,http://nanowrimo.org/participants/samioni,40,March 19,"The Bell Jar, Oranges are not the Only Fruit, Anansi Boys, The Book With No Name, To Kill a Mocking Bird, Choke, High Fidelity, His Dark Materials, Crash, Naked Lunch, JG Ballard, Philip Pullman, The Austen, Anne Rice, Neil Gaiman, Chuck Palahniuk, Nick Hornby,",TV in the background and the tapping paws of fluffy things wanting attention.,Watching Superhero movies and crisp eating.,Essex,Psychotherapist and Tutor,,,50295,1676.5,1,1,7,7,7,7,7,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2013, 2014]",7,10,1737.5567577,374.571428571,8.57142857143,4151.71428571,9.14285714286,932.007722991,8.71428571429,7324,4,7324,4,7324,4
181,sacredlove!,4,51652,http://nanowrimo.org/participants/sacredlove1,,,"JK Rowling, John Green, John",Anything that keeps me from going insane and keeps me typing,Singing in the shower and being laughed at by my fellow students,Middle of Nowhere,Theological Student,,,25826,860.866666667,0,0,1,0,2,0,1,1,"[2011, 2014]",[2011],[],2,12,1544.81818182,263,12,4308.5,7.5,1160.21144491,11,2700,2,2700,2,2700,2
182,rachnmi,11,368664,http://nanowrimo.org/participants/rachnmi,,,various and,stuff that was cool in 1997,"travel, crafts, drinks","London, UK",stories,,,46083,1536.1,1,0,7,1,8,1,3,6,"[2004, 2007, 2008, 2009, 2010, 2011, 2012, 2014]","[2004, 2007, 2008, 2010, 2011, 2012, 2014]",[2014],8,6.875,1500.59285714,289.125,4.875,3745.5,10.875,1071.47989584,5.75,28726,7,28726,7,28726,7
183,PurplePixie,4,108916,http://nanowrimo.org/participants/PurplePixie,,,"Robert Jordan, Terry Pratchett, Patrick",Relaxation music.,"Reading, writing, sewing, tea and cake,",London,Retail assistant.,,,36305.3333333,1210.17777778,0,1,2,1,3,1,1,2,"[2011, 2012, 2014]","[2012, 2014]",[2012],3,18,1848.37619048,221.333333333,10,5302,16.6666666667,1258.92468052,16.3333333333,14489,7,14489,7,14489,7
184,Paul Hiscock,4,200758,http://nanowrimo.org/participants/Paul-Hiscock,,,,Vince Guaraldi,,"Orpington, Kent, UK",,,,50189.5,1672.98333333,0,1,4,4,4,4,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]",4,19.75,2653.89114954,120.25,12.5,13898,26.25,3451.28065733,17,1826,7,1826,7,1826,7
185,Omega1989,6,230199,http://nanowrimo.org/participants/Omega1989,26,,"Sergei Lukyanenko, David Brin, Terry Pratchett, Isaac Asimov, Joey Comeau, Arthur C. Clarke, John","Rasputina, The Veronicas, Amanda Palmer, Lady Essence, Alyssa Marie, Taylor Swift, Sleigh Bells","Reading (obviously), board gaming","London, UK",Civil Servant (Department for Education),,,38366.5,1278.88333333,0,0,4,4,6,3,3,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2011, 2012, 2013]","[2009, 2011, 2012, 2013]",6,13.1666666667,1522.08387957,384,12.5,4694.16666667,10.6666666667,1116.49037564,11.5,1145,2,1145,2,1145,2
186,nudul,7,63000,http://nanowrimo.org/participants/nudul,30,,"Player of Games, To Kill a Mocking Bird, Memoirs of a Geisha, Of Mice and Men, Julie Kagawa, Terry Pratchett, Iann M",Any soft music *guilty pleasure is currently pitch perfect one and two*,"Reading, writing, drawing, painting, sewing, cross stitch",Manchester,Full time mummy,,,63000,2100,1,0,1,0,1,0,1,1,[2008],[2008],[],1,1,0,0,1,0,1,0,0,17138,7,17138,7,17138,7
187,NickMB,5,110135,http://nanowrimo.org/participants/NickMB,,,,"MOR indie, usually REM","Writing, thinking, badminton, reviewing, Twitter (@NickMB).",London,"Part-time writer, part-time IT Crowd",,,36711.6666667,1223.72222222,0,0,1,0,3,0,1,3,"[2011, 2012, 2013]",[2011],[],3,14.6666666667,2590.19312169,391,7.66666666667,6719.33333333,22.6666666667,1760.43432508,11.6666666667,1771,1,1771,1,1771,1
188,NathalieLot,4,22000,http://nanowrimo.org/participants/NathalieLot,,,"John Green, Harry Potter","AllCaps, Hank Green, East End Radio","Ukulele, YouTube, Art",London,Freelance writer,,,22000,733.333333333,1,0,0,0,1,0,0,1,[2014],[],[],1,2,11000,0,1,22000,17,11000,0,18407,7,18407,7,18407,7
189,Mighty Sarbear,2,50082,http://nanowrimo.org/participants/Mighty-Sarbear,,December 3,Jonathan Strange and Mr,Depends how far behind I am,Procrastination,Guernsey,Very grown up and boring,,,50082,1669.4,0,0,1,1,1,1,1,1,[2013],[2013],[2013],1,25,2003.28,271,14,3463,29,896.863357262,23,3369,2,3369,2,3369,2
190,middleoftheride,4,177898,http://nanowrimo.org/participants/middleoftheride,,,,,,,,,,44474.5,1482.48333333,1,0,3,0,4,0,3,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013]",[],4,14.5,3168.43284682,358.25,11.75,9372.5,26.25,2612.39295548,11,12358,7,12358,7,12358,7
191,LXandraS,9,51082,http://nanowrimo.org/participants/LXandraS,,,,Absolute quiet works best for me,"Reading, Writing, Painting, Sewing, Printing","Hampshire, UK",Freelance,,,17027.3333333,567.577777778,0,1,0,0,3,0,0,2,"[2011, 2012, 2014]",[],[],3,2,5804.16666667,1084,1.33333333333,13167,7,5320.99902217,0.666666666667,1723,1,1723,1,1723,1
192,LumpyLex64,0.166666666667,0,http://nanowrimo.org/participants/LumpyLex64,,,,,,,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,0,0,0,0,0,0
193,LouSycamore,3,376909,http://nanowrimo.org/participants/LouSycamore,,,Tess,,Football. Painting. Reading.,London.,,,,125636.333333,4187.87777778,1,0,3,0,3,0,3,3,"[2012, 2013, 2014]","[2012, 2013, 2014]",[],3,20.3333333333,5307.07083333,127.666666667,7.33333333333,15869.3333333,18.6666666667,4066.28850593,17.6666666667,39564,6,39564,6,39564,6
194,LorelaiSquared,6,295012,http://nanowrimo.org/participants/LorelaiSquared,,,"Anne of Green Gables, Pendragon Series, Harry Potter, Chronicle of Narnia, Time Traveler's Wife, Jane Austen, Shakespeare, Marian Keyes, Dianna Gabaldon, Kit Pearson, Cecilia Ahern, Lucy Maud","I have a playlist of songs that I've found I can write with. My current favourite is basically the entire soundtrack to the tv show ""Nashville"".","Teaching, Singing, reading, knitting, cooking, cross stitch,","Richmond, BC",Teacher,,,59002.4,1966.74666667,1,0,4,1,5,1,4,5,"[2009, 2010, 2011, 2012, 2013]","[2010, 2011, 2012, 2013]",[2011],5,13.8,1472.52960663,137,7.2,3301.2,11.6,803.236451962,12.6,0,0,0,0,0,0
195,lisashawnz,1,50026,http://nanowrimo.org/participants/lisashawnz,,,"J.K Rowling, Suzanne Collins, Janet","Pink, Musicals, Glee, Adam Lambert","Reading, Writing, Music, Travel",New Zealand,Nurse,,,50026,1667.53333333,1,0,1,0,1,0,1,1,[2014],[2014],[],1,16,3126.625,755,19,9195,2,2165.97728736,11,7054,4,7054,4,7054,4
196,lisalulu09,6,160746,http://nanowrimo.org/participants/lisalulu09,,,"Harry Potter, The Chronicles of Narnia, Kidnapped, Oliver Twist, Neverwhere, American Gods, Goodnight Mister",Alternative; instrumental soundtracks,"TV, films, reading","London, England",Graduate,,,40186.5,1339.55,1,0,2,0,4,0,2,4,"[2011, 2012, 2013, 2014]","[2012, 2013]",[],4,26,1448.59583333,-96,10.25,3290,11.5,824.740347757,26,14036,7,14036,7,14036,7
197,lingrem,6,283038,http://nanowrimo.org/participants/lingrem,,,"The Chronicles of Narnia, the Sally Lockhart series, The Wind In the Willows, the Velveteen Rabbit.......",,"photography, hiking/walking, park-hopping....","Thompson, Manitoba",Teacher,,,56607.6,1886.92,0,0,2,2,5,2,2,5,"[2009, 2010, 2011, 2012, 2013]","[2011, 2012]","[2009, 2010]",5,6.4,2550.8430303,773.8,10.2,7561.8,6.4,1854.42182352,4.8,773,2,773,2,773,2
198,Liberate,6,149085,http://nanowrimo.org/participants/Liberate,,,"Dune, The Canterbury Tales, The Rings of Saturn, Homer, Plutarch's Lives, Lucian, Sophocles, Aristophanes, Impro by Keith Johnstone, Martial. I realise how pretentious this list","Dark ambient/techno style music (Actress, Burial, Klara Lewis, patten) because the mood of my nano project is definitely ""wallowing.""","Sitting in coffee shops reading (convenient practise), inventing stories with other people, tai chi and wasting time on the internet (inconvenient practise)","London, UK. Occasionally San Francisco.",Data wrangler,,,37271.25,1242.375,0,0,8,12,16,3,2,4,"[2011, 2012, 2013, 2014, 2011, 2012, 2013, 2014, 2011, 2012, 2013, 2014, 2011, 2012, 2013, 2014]","[2012, 2013, 2012, 2013, 2012, 2013, 2012, 2013]","[2012, 2013, 2014, 2012, 2013, 2014, 2012, 2013, 2014, 2012, 2013, 2014]",8,16.75,1704.23941799,297,15.5,4858,7.75,1067.67269661,15.75,1352,6,1352,6,1352,6
199,Klepsie,1,50201,http://nanowrimo.org/participants/Klepsie,,,,It's a fatal distraction,"Guitar, poker, LARP, comedy, collecting vinyl",Walthamstow,,,,50201,1673.36666667,1,0,1,0,1,0,1,1,[2014],[2014],[],1,18,2788.94444444,105,15,7795,23,1869.47893727,17,10938,7,10938,7,10938,7
200,kimosabe,9,361,http://nanowrimo.org/participants/kimosabe,33,,"My fave books include - the graveyard book, the twilight saga, the hobbit, the goth girl series, Heaven's eyes, Skellig and many more. My fave authors inc - Neil Gaiman, Chris Riddell James Patterson, siegfried sassoon, wilfred owen, willam blake, w.h. auden, willaim wordsworth, william","hard rock and soppy songs, classical","Reading, cooking, writing, editing, history",huddersfield west yorkshire,freelance poet and writer,,,180.5,6.01666666667,0,0,0,0,2,0,0,2,"[2012, 2013]",[],[],2,1,180.5,180.5,1,180.5,1,0,0,14029,7,14029,7,14029,7
201,Karmilla,6,206482,http://nanowrimo.org/participants/Karmilla,,,"Tolstoy - Anna Karenina,Margaret Atwood - Cat's Eye,F Scott Fitzgerald - Tender is the Night, Haruki Murakami - Kafka on the Shore, Haruki Murakami,Clive Barker,Storm",Dead Can Dance,"Gothic Clothing,Surreal Horror Films - e.g. Dario Argento,World Cinema.",Scotland,Writer and clothing designer.,,http://www.vamptasypublishing.co.uk,51620.5,1720.68333333,0,0,4,1,4,1,3,3,"[2009, 2010, 2011, 2013]","[2009, 2010, 2011, 2013]",[2009],4,13.5,964.528846153,276.75,10.5,1963.75,8.25,440.554224975,12.75,10179,7,10179,7,10179,7
202,Kaleidoscope27,7,682355,http://nanowrimo.org/participants/Kaleidoscope27,29,November 27,"Richard Adams 'Watership Down', Stephen King 'The Stand', Val McDermid 'A Place of Execution', Lewis Carroll 'Alice in Wonderland', Elizabeth Mock 'Children of Men', Michael Grant 'Gone', Erin Morgenstern 'The Night",,"Reading, cinema-going, ebaying, photography...ing.","London, UK",Charity Administrator - Case Adviser,,,56862.9166667,1895.43055556,1,1,12,7,12,7,12,12,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2013, 2014]",12,7.75,844.909331409,56.75,8.08333333333,2250.58333333,5.91666666667,535.227322242,6.75,10028,4,10028,4,10028,4
203,K.O.KOALA,0.166666666667,0,http://nanowrimo.org/participants/K-O-KOALA,30,,Adventure Time. I know it's not a book shut,,"Buying books, putting books on shelves, thinking how good it would be to read one of them.",London,,,,,,0,1,0,0,0,0,0,0,[],[],[],,,,,,,,,,5155,6,5155,6,5155,6
204,K J Hart,5,160733,http://nanowrimo.org/participants/K-J-Hart,,,"Russell Hoban; Neil Gaiman; Eva Ibbotson; Tove Jansson, China Mieville, TH White, Sally Gardner, Rebecca","Amanda Palmer, Nick Cave, sea sounds/white noise.",,London E1,Freelance digital content writer and social media adviser,,,40183.25,1339.44166667,0,0,3,2,4,2,3,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013]","[2012, 2013]",4,16.5,2240.13020228,238.25,8,5660,21.25,1521.09488617,14.5,0,0,0,0,0,0
205,Juliet Stubborn,3,151201,http://nanowrimo.org/participants/Juliet-Stubborn,,,"Neil Gaiman, Terry Pratchett, James Thurber, Phillipa Gregory, Kazuo Ishiguro, George R.R","Anything without words, otherwise I just start singing!",,,,,,50400.3333333,1680.01111111,1,0,1,0,3,0,1,3,"[2012, 2013, 2014]",[2014],[],3,27,1889.01507937,493.666666667,5.66666666667,4474.33333333,19.6666666667,781.587374302,26,22025,7,22025,7,22025,7
206,jrothwell,7,129533,http://nanowrimo.org/participants/jrothwell,23,,"Arthur C. Clarke, Iain (M) Banks, JK Rowling, John Scalzi, Ann",,,South East England,Software engineer,,,32383.25,1079.44166667,0,0,2,0,4,0,2,4,"[2011, 2012, 2013, 2014]","[2013, 2014]",[],4,20.75,1338.34324618,189.25,9.5,3092.5,10.75,804.432006859,20.25,5112,6,5112,6,5112,6
207,Joan_of_Quark,7,738944,http://nanowrimo.org/participants/Joan_of_Quark,,,"recently reading some A S Byatt and Iris Murdoch, and a bit of Catherine Fox and Laurie R",silence,haven't had a lot of time for these in the last three years - something I hope to remedy asap,London,,,,105563.428571,3518.78095238,1,0,7,5,7,3,7,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2012, 2014]",7,14.8571428571,1681.26200116,276.142857143,8,5428.85714286,10.2857142857,1237.05941528,14.2857142857,26000,7,26000,7,26000,7
208,Jim Jepps,0.166666666667,0,http://nanowrimo.org/participants/Jim-Jepps,,,,,,"Camden, London",Co-manager of a book,,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,13751,7,13751,7,13751,7
209,Jerrymouse,7,9818,http://nanowrimo.org/participants/Jerrymouse,,,"Tolkien, Sansom,",,"Gardening, Sewing","Portsmouth, UK",,,,4909,163.633333333,0,0,0,0,2,0,0,2,"[2011, 2012]",[],[],2,2.5,1882.25,844.5,1,2845,2.5,958.544021658,1,0,0,0,0,0,0
210,Jenepel,8,414422,http://nanowrimo.org/participants/Jenepel,35,,"Atwood, Montgomery, Austen, Rowling, Quinn, Pullman, Alcott, Pratchett, Clements, Ishiguru, Wynne-Jones,","Panic! At the Disco, Kings of Convenience, Barenaked Ladies, Iron & Wine, Ani DiFranco, Regina Spektor, Feist, Poesi, Postal Service, Fun., Patrick Stump, Soundtracks, Musicals, anything Christmas!","Reading, Tweeting, Traveling, Sewing, Podficcing, Baking, Blogging, Petting my cats :)","London, UK",Tax Consultant,,,51802.75,1726.75833333,0,1,8,7,8,5,8,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2013, 2014]",8,10.375,1377.8655754,264.375,8.75,3614,13.625,793.136849956,9,2360,2,2360,2,2360,2
211,JeffDudley,4,120242,http://nanowrimo.org/participants/JeffDudley,,,"Tolkien, Asimov, Ian M Banks, Elllis Peters, Ed","Uriah Heep, Steely Dan, Eagles or John Barry","photography, music, books",Enfield,IT Consultant,,,40080.6666667,1336.02222222,1,1,2,2,3,2,1,3,"[2011, 2012, 2013]","[2011, 2013]","[2012, 2013]",3,18.6666666667,2213.92636166,282,3.33333333333,4802,16.3333333333,1263.79971243,17,11057,7,11057,7,11057,7
212,illraiseyoumine,2,81068,http://nanowrimo.org/participants/illraiseyoumine,,,,She + Him,,London,,,,40534,1351.13333333,0,0,1,0,2,0,1,2,"[2013, 2014]",[2013],[],2,13,3078.02424243,0,1,8306.5,6.5,2338.17507683,10,0,0,0,0,0,0
213,Ikalx,6,117733,http://nanowrimo.org/participants/Ikalx,32,,"There's always too many. David Gemmell first and foremost for the most powerful heroic fantasy I've read, but many many others form the core from which I draw from. Sometimes I think my writing is just speaking with Belgarath's voice, or Richard Rahl's passion, or the subtle desperate power of Allanon. Sometimes it's Fitz's hearth, or Korendir's lonely castle, or that blazing sky of wonder from my dreams. But it's always alive - it has to be, for channelling life is what we","Trance, ambient, rain, random rock songs or pop that I will never own up to!",Magic...and Wonder!,Londinium,Rawr! G'narrgh!,,,23546.6,784.886666667,0,1,1,3,5,2,1,5,"[2010, 2011, 2012, 2013, 2014]",[2010],"[2010, 2011, 2014]",5,16.8,778.955724637,-382.6,3.2,3878.4,16.2,982.249426263,14.4,7638,7,7638,7,7638,7
214,fairyhedgehog,9,403276,http://nanowrimo.org/participants/fairyhedgehog,61,,,,Science; Quora; the internet; reading everything in sight; art and craft; crochet; cycling.You can find me on Ravelry as fairyhedgehogg.,"Epsom, Surrey, England",Retired. Or between jobs. I'm not sure,,,40327.6,1344.25333333,1,1,7,9,10,9,4,9,"[2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2004, 2006, 2007, 2009, 2010, 2011, 2012]","[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",10,8.4,495.829785954,-623.7,7.9,991.8,6.2,334.321724127,7.5,13377,7,13377,7,13377,7
215,Erika Sugar,1,0,http://nanowrimo.org/participants/Erika-Sugar,,,Jamilah,,,London,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,0,0,0,0,0,0
216,Elyzab,7,314443,http://nanowrimo.org/participants/Elyzab,,,"Any Christopher Sansom or Christopher Brookmyre; Sarah Waters; Persuasion; The Tenant of Wildfell Hall; The English Patient; Gone With the WInd;, Kate Atkinson; Agatha Christie; Christopher Sansom; Jasper Fforde; Jane Austen; Emily and Anne Bronte; Chuck",none,"Theatre, yoga, running, history",North London (Barnet),Teacher,,,44920.4285714,1497.34761905,1,0,5,2,7,2,4,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2013]","[2010, 2011]",7,11,1342.64285714,274.857142857,9.85714285714,2959,9.85714285714,795.445033846,9.85714285714,22178,7,22178,7,22178,7
217,dtravner,6,226075,http://nanowrimo.org/participants/dtravner,,,"Zettels Traum (Schmidt), L'Étranger (Camus), Korrektur (Bernhard), Middlesex (Eugenides), Unica Zürn, Arno Schmidt, Thomas Bernhard, Albert Camus, Peter Handke, Ingeborg Bachmann, Franz Kafka, Baudelaire, Aragon, Italo Svevo, Verlaine, Mallarmé, Robert Desnos, Flaubert , Edgar Allan Poe, Jeffrey Eugenides, Paul Auster, Margaret Atwood, Jacques Derrida, Jacques Lacan, Pierre Klossowski, Conan Doyle, Georges Simenon, Raymond Chandler, Ruth Rendell, Agatha Christie (of course! though preferably the Miss Marple stories ;) etc.","Debussy, Ravel, Michael Nyman, Albinoni, Telemann, Stravinsky, Edvard Grieg, Jean Sibelius, Arvo Pärt, Dead Can Dance, Jean Ferrat, Jacques Brel, Cat Stevens (Yusuf), Garou, Enya, Whitney Houston, Elvis Costello, Aznavour, Razorlight, Schiller, Artemis, Tori Amos, Leonard Cohen, John Lennon, Röyksopp","mountain hiking, swimming, travelling, books, art, film","Wien, Vienna, Austria",Writer,,,37679.1666667,1255.97222222,0,0,4,1,6,1,3,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2013]",[2009],6,7,1220.23214286,156,9.16666666667,2799.5,10.1666666667,883.544670638,5.33333333333,3323,4,3323,4,3323,4
218,devilgate,5,146332,http://nanowrimo.org/participants/devilgate,,,"Iain Banks, Neal Stephenson, Hunter S",The Clash,,London,Computer Programmer,,,36583,1219.43333333,0,0,0,0,4,0,0,4,"[2011, 2012, 2013, 2014]",[],[],4,16.25,1289.72882775,84.5,13,4304.75,9.75,1208.17238062,14.25,2888,4,2888,4,2888,4
219,Detective Prince,3,150113,http://nanowrimo.org/participants/Detective-Prince,,,,,Can procrastinating count as a hobby?,London,,,,50037.6666667,1667.92222222,1,0,3,0,3,0,3,3,"[2012, 2013, 2014]","[2012, 2013, 2014]",[],3,21.3333333333,2406.68748663,191.333333333,7.33333333333,7187.33333333,9.33333333333,1932.8801742,19.6666666667,10016,6,10016,6,10016,6
